Key,Type,Created,Ready for QA,In QA,Ready for Signoff,Done
VD-6506,Story,2020-02-05,2020-02-07,2020-02-13,,2020-02-13
VD-6503,Bug,2020-02-03,,,,2020-05-20
VD-6502,Story,2020-02-03,2020-02-24,2020-02-26,2020-02-26,2020-03-02
VD-6501,Bug,2020-02-03,2020-03-05,2020-03-09,,2020-03-09
VD-6500,Bug,2020-02-03,2020-02-26,2020-02-27,,2020-02-27
VD-6498,Bug,2020-02-03,2020-02-21,2020-02-26,,2020-02-26
VD-6497,Task,2020-02-03,,,,2020-02-05
VD-6495,Task,2020-02-06,,,,2020-02-18
VD-6494,Bug,2020-02-03,2020-02-07,2020-02-25,,2020-02-25
VD-6485,Bug,2020-02-03,2020-02-04,,,2020-02-05
VD-6484,Story,2020-02-05,,,2020-02-21,2020-02-28
VD-6483,Task,2020-02-03,2020-03-03,2020-03-19,2020-03-19,2020-03-23
VD-6481,Bug,2020-02-03,2020-02-03,2020-02-06,,2020-02-10
VD-6478,Task,2020-02-04,2020-06-08,2020-06-08,2020-06-08,2020-06-09
VD-6477,Task,2020-03-31,2020-05-13,2020-05-15,2020-05-21,2020-06-09
VD-6476,Bug,2020-01-31,2020-02-04,2020-02-11,,2020-02-26
VD-6475,Bug,2020-01-31,2020-02-03,2020-02-12,,2020-02-12
VD-6473,Story,2020-05-13,2020-05-28,2020-06-01,2020-06-17,
VD-6470,Story,2020-01-31,2020-03-06,2020-03-19,2020-03-19,2020-03-23
VD-6469,Bug,2020-01-31,2020-02-03,2020-02-10,,2020-02-10
VD-6466,Bug,2020-01-31,,,,2020-05-05
VD-6465,Story,2020-02-06,2020-03-18,2020-03-19,2020-03-25,2020-03-27
VD-6464,Story,2020-02-06,2020-03-18,2020-03-20,2020-03-25,2020-03-27
VD-6462,Bug,2020-01-31,2020-02-05,2020-02-11,,2020-02-20
VD-6461,Task,2020-02-05,,,,2020-03-17
VD-6460,Story,2020-02-20,2020-02-26,2020-02-26,2020-02-26,2020-02-28
VD-6459,Task,2020-01-31,2020-03-06,2020-03-14,2020-03-18,2020-03-27
VD-6457,Story,2020-02-17,2020-02-28,2020-03-02,2020-03-04,2020-03-17
VD-6440,Story,2020-03-09,2020-03-12,2020-03-17,2020-03-20,2020-03-31
VD-6438,Bug,2020-01-30,,,,2020-02-06
VD-6434,Task,2020-02-06,2020-02-12,2020-02-21,2020-02-21,2020-02-28
VD-6433,Story,2020-01-30,2020-02-07,2020-02-07,2020-02-13,2020-02-17
VD-6429,Story,2020-02-04,2020-02-12,2020-02-18,2020-03-10,2020-03-12
VD-6425,Task,2020-01-29,2020-05-22,2020-05-25,2020-05-25,2020-06-09
VD-6423,Story,2020-01-29,,,2020-04-09,2020-04-13
VD-6422,Task,2020-02-28,2020-03-05,2020-03-05,2020-03-05,2020-03-11
VD-6417,Bug,2020-01-29,2020-02-06,,,2020-02-12
VD-6416,Story,2020-01-29,,,,2020-03-06
VD-6415,Bug,2020-01-29,,,,2020-02-10
VD-6414,Bug,2020-01-28,,,,2020-01-30
VD-6413,Story,2020-01-28,,,2020-02-03,2020-02-04
VD-6410,Story,2020-01-28,2020-02-11,2020-02-19,2020-02-19,2020-02-20
VD-6409,Story,2020-01-28,,,,2020-04-14
VD-6408,Story,2020-01-29,2020-04-02,2020-04-09,2020-04-14,2020-04-14
VD-6406,Story,2020-01-29,2020-01-30,2020-02-03,2020-02-05,2020-02-06
VD-6404,Story,2020-01-28,,,2020-02-28,2020-03-02
VD-6403,Story,2020-01-28,2020-01-29,2020-02-03,2020-02-05,2020-01-29
VD-6402,Task,2020-03-05,,,,2020-03-10
VD-6401,Story,2020-01-28,,2020-01-30,2020-02-10,2020-02-10
VD-6398,Task,2020-01-28,2020-02-17,,2020-02-19,2020-02-19
VD-6396,Story,2020-02-06,2020-03-18,2020-03-19,2020-03-23,2020-03-27
VD-6370,Task,2020-02-17,2020-03-25,2020-03-27,2020-04-03,2020-05-04
VD-6364,Bug,2020-01-28,2020-02-04,2020-02-04,,2020-02-04
VD-6351,Story,2020-03-11,2020-03-14,2020-03-18,2020-04-03,2020-04-03
VD-6349,Task,2020-02-11,2020-02-16,2020-02-26,2020-02-27,2020-03-02
VD-6348,Bug,2020-01-27,2020-01-31,2020-01-31,2020-01-31,2020-01-31
VD-6346,Bug,2020-01-27,,,2020-02-19,2020-02-28
VD-6345,Story,2020-01-28,2020-02-14,2020-02-21,2020-02-21,2020-03-02
VD-6344,Task,2020-01-31,2020-02-14,2020-04-30,2020-04-30,2020-05-12
VD-6340,Task,2020-01-26,2020-01-27,2020-02-11,2020-02-11,2020-02-11
VD-6339,Story,2020-01-25,2020-01-25,2020-02-03,2020-02-04,2020-02-05
VD-6338,Task,2020-01-25,2020-01-27,2020-02-28,2020-03-04,2020-03-04
VD-6337,Story,2020-02-07,2020-03-02,2020-03-02,2020-03-30,2020-03-30
VD-6336,Story,2020-01-30,2020-03-23,2020-03-26,2020-03-26,2020-03-27
VD-6335,Story,2020-03-14,2020-03-19,2020-03-24,2020-03-28,2020-03-30
VD-6334,Story,2020-01-24,,,,
VD-6326,Task,2020-01-27,2020-02-20,2020-02-26,,2020-02-26
VD-6325,Story,2020-01-24,2020-02-28,,2020-03-12,2020-04-09
VD-6324,Task,2020-01-24,2020-02-13,2020-02-14,2020-02-14,2020-02-15
VD-6315,Story,2020-01-23,2020-01-23,2020-02-03,2020-02-06,2020-02-10
VD-6311,Story,2020-01-24,,,2020-01-31,2020-02-03
VD-6310,Story,2020-01-23,2020-01-24,2020-01-27,,2020-03-02
VD-6309,Story,2020-01-23,,,,2020-03-25
VD-6308,Story,2020-01-23,2020-03-02,2020-03-10,2020-03-19,2020-03-23
VD-6302,Task,2020-01-23,2020-02-17,2020-02-19,2020-02-20,2020-02-20
VD-6299,Task,2020-01-23,2020-02-17,2020-02-26,2020-02-27,2020-03-02
VD-6297,Bug,2020-01-22,2020-01-27,2020-01-27,,2020-01-31
VD-6296,Task,2020-01-24,2020-02-04,,,2020-02-04
VD-6294,Story,2020-01-28,2020-04-13,2020-04-24,2020-04-24,2020-04-28
VD-6293,Task,2020-01-22,,,,2020-02-20
VD-6292,Task,2020-01-22,2020-02-17,2020-03-04,2020-03-05,2020-03-17
VD-6291,Task,2020-04-03,2020-04-18,2020-04-20,2020-04-28,2020-04-28
VD-6289,Task,2020-04-06,2020-04-18,2020-04-21,2020-04-28,2020-04-28
VD-6288,Task,2020-03-19,2020-04-13,2020-04-15,2020-04-28,2020-04-28
VD-6287,Task,2020-03-31,2020-04-18,2020-04-18,,2020-04-19
VD-6286,Story,2020-01-22,2020-03-05,2020-03-05,2020-03-10,2020-03-10
VD-6285,Task,2020-04-15,2020-04-21,2020-04-28,2020-04-28,2020-04-28
VD-6284,Task,2020-04-13,2020-04-18,2020-04-20,2020-04-28,2020-04-28
VD-6283,Task,2020-03-23,2020-04-07,2020-04-09,2020-04-14,2020-04-14
VD-6282,Task,2020-04-08,2020-04-18,2020-04-20,2020-04-28,2020-04-28
VD-6281,Task,2020-02-27,2020-03-18,2020-03-18,2020-03-23,2020-03-30
VD-6280,Task,2020-02-03,,,,2020-03-20
VD-6275,Story,2020-01-22,2020-02-17,2020-02-20,2020-03-03,2020-03-03
VD-6274,Story,2020-01-22,,2020-01-27,2020-01-29,2020-01-30
VD-6273,Story,2020-01-22,2020-02-06,2020-02-10,2020-02-11,2020-02-11
VD-6270,Story,2020-01-22,2020-01-23,2020-02-04,2020-02-04,2020-02-05
VD-6269,Story,2020-01-22,,,2020-01-28,2020-01-28
VD-6268,Story,2020-01-22,2020-01-24,2020-01-26,2020-01-26,2020-01-27
VD-6266,Bug,2020-01-22,2020-01-30,2020-01-30,,2020-01-30
VD-6265,Task,2020-01-29,2020-03-05,2020-03-17,2020-03-19,2020-03-30
VD-6263,Task,2020-01-23,2020-02-03,2020-02-10,2020-02-10,2020-02-10
VD-6262,Task,2020-01-31,2020-01-31,2020-01-31,2020-01-31,2020-02-07
VD-6261,Task,2020-01-30,2020-02-06,2020-02-06,2020-02-14,2020-02-18
VD-6260,Story,2020-01-22,2020-01-22,2020-01-23,2020-01-23,2020-01-27
VD-6256,Bug,2020-01-22,2020-01-22,2020-01-22,,2020-01-23
VD-6253,Story,2020-01-22,2020-01-23,2020-01-24,2020-01-24,2020-01-27
VD-6250,Bug,2020-01-21,2020-01-23,2020-01-27,2020-01-27,2020-01-28
VD-6249,Task,2020-01-21,2020-02-13,2020-02-14,2020-02-20,2020-02-20
VD-6248,Story,2020-01-22,2020-05-12,2020-05-14,2020-05-14,2020-05-18
VD-6247,Task,2020-01-28,,,2020-02-18,2020-02-06
VD-6245,Task,2020-01-22,,,,2020-01-22
VD-6244,Task,2020-03-23,2020-04-16,2020-04-16,2020-04-28,2020-04-28
VD-6243,Task,2020-03-23,2020-03-25,2020-03-25,2020-03-30,2020-03-30
VD-6242,Task,2020-03-12,2020-03-19,2020-03-19,2020-03-23,2020-03-30
VD-6241,Task,2020-03-23,2020-04-09,2020-04-19,,2020-04-19
VD-6240,Story,2020-01-21,2020-01-21,2020-01-22,2020-01-22,2020-01-27
VD-6239,Task,2020-02-03,2020-04-19,,,2020-04-22
VD-6237,Task,2020-02-20,2020-03-18,2020-03-18,2020-03-23,2020-03-30
VD-6235,Bug,2020-01-21,,,,2020-02-28
VD-6234,Bug,2020-01-21,2020-01-22,2020-01-24,,2020-01-24
VD-6210,Story,2020-01-21,2020-01-21,2020-01-21,2020-01-21,2020-01-21
VD-6209,Task,2020-01-24,,,,2020-02-18
VD-6208,Bug,2020-01-21,2020-01-24,,,2020-01-27
VD-6207,Task,2020-01-21,2020-01-29,2020-01-30,,2020-01-31
VD-6206,Task,2020-01-28,,,,2020-02-18
VD-6205,Task,2020-01-28,,,,2020-03-02
VD-6204,Story,2020-01-21,2020-02-12,2020-02-13,2020-02-20,2020-02-24
VD-6203,Task,2020-01-22,2020-01-31,2020-01-31,2020-01-31,2020-02-03
VD-6202,Bug,2020-01-21,2020-01-21,2020-01-21,2020-01-21,2020-01-21
VD-6200,Bug,2020-01-21,2020-01-21,,2020-01-21,2020-01-21
VD-6199,Bug,2020-01-21,2020-01-21,,2020-01-21,2020-01-21
VD-6198,Story,2020-01-21,,,2020-02-10,2020-02-10
VD-6197,Story,2020-01-21,2020-01-29,2020-02-06,2020-02-10,2020-02-15
VD-6196,Task,2020-01-21,,,2020-01-23,2020-01-31
VD-6193,Task,2020-02-03,,,,2020-03-19
VD-6192,Task,2020-01-31,,,,2020-02-18
VD-6188,Bug,2020-01-20,2020-01-24,2020-01-30,,2020-01-30
VD-6187,Task,2020-02-17,,,,2020-03-17
VD-6185,Task,2020-01-20,2020-01-24,2020-01-30,2020-02-04,2020-02-17
VD-6180,Bug,2020-01-20,,,2020-02-05,2020-02-05
VD-6178,Story,2020-01-20,2020-02-13,2020-02-14,2020-03-05,2020-03-05
VD-6177,Story,2020-03-03,2020-04-10,2020-04-15,2020-04-15,2020-04-16
VD-6175,Task,2020-01-20,2020-02-03,,,2020-03-17
VD-6174,Story,2020-02-26,2020-03-09,2020-03-11,2020-03-12,2020-03-17
VD-6172,Story,2020-01-19,,,2020-04-07,2020-04-13
VD-6168,Story,2020-01-17,2020-01-17,2020-01-22,2020-01-23,2020-01-23
VD-6164,Task,2020-01-30,2020-02-10,2020-02-18,,2020-02-28
VD-6160,Task,2020-01-20,2020-01-28,2020-01-29,2020-02-12,2020-02-17
VD-6159,Story,2020-01-24,2020-01-31,2020-02-03,2020-02-12,2020-02-17
VD-6158,Story,2020-01-24,2020-02-07,2020-02-12,2020-02-21,2020-02-28
VD-6157,Story,2020-01-17,,,2020-01-21,2020-01-21
VD-6154,Story,2020-01-16,,,2020-01-17,2020-01-17
VD-6151,Story,2020-02-25,2020-03-09,2020-03-11,2020-03-16,2020-03-17
VD-6145,Bug,2020-01-16,2020-01-23,2020-01-30,,2020-01-30
VD-6143,Story,2020-02-26,2020-03-13,2020-03-16,2020-03-17,2020-03-17
VD-6141,Task,2020-01-16,2020-01-20,,,2020-01-22
VD-6139,Story,2020-01-16,2020-01-16,2020-01-17,2020-01-17,2020-01-19
VD-6138,Bug,2020-01-15,2020-01-24,2020-01-24,,2020-01-31
VD-6137,Bug,2020-01-15,2020-01-17,2020-01-20,,2020-01-28
VD-6135,Task,2020-01-17,,,,2020-01-28
VD-6133,Bug,2020-01-15,2020-01-17,2020-01-17,,2020-01-17
VD-6131,Task,2020-01-15,2020-02-13,2020-02-14,2020-02-19,2020-02-20
VD-6129,Task,2020-01-24,2020-01-28,2020-01-31,,2020-01-31
VD-6127,Story,2020-01-21,2020-02-10,2020-02-11,2020-02-17,2020-02-28
VD-6125,Task,2020-01-15,,,,2020-05-05
VD-6123,Story,2020-01-15,2020-01-30,2020-02-03,2020-02-05,2020-02-06
VD-6122,Task,2020-01-15,,,,2020-01-15
VD-6119,Story,2020-01-15,2020-03-06,2020-03-12,2020-03-12,2020-03-13
VD-6115,Story,2020-01-15,2020-02-13,,2020-02-20,2020-02-27
VD-6114,Story,2020-01-15,2020-02-12,2020-02-13,2020-02-13,2020-02-17
VD-6113,Story,2020-01-15,2020-02-03,2020-02-10,2020-02-10,2020-02-17
VD-6112,Story,2020-01-15,2020-02-03,2020-02-10,2020-02-10,2020-02-17
VD-6111,Story,2020-01-15,2020-02-05,2020-02-05,2020-02-05,2020-02-05
VD-6110,Story,2020-01-15,2020-01-21,2020-01-30,2020-02-03,2020-02-05
VD-6108,Story,2020-01-15,2020-01-20,2020-02-24,2020-02-26,2020-02-27
VD-6107,Story,2020-01-15,2020-01-28,2020-02-06,2020-02-10,2020-02-10
VD-6106,Story,2020-01-15,2020-02-04,2020-02-04,2020-02-07,2020-02-10
VD-6105,Story,2020-01-15,2020-02-24,2020-01-15,2020-03-09,2020-03-13
VD-6103,Story,2020-01-15,2020-01-24,,2020-02-04,2020-02-05
VD-6102,Story,2020-01-15,2020-01-16,2020-01-17,2020-01-20,2020-01-20
VD-6101,Bug,2020-01-15,2020-01-15,,,2020-02-06
VD-6100,Bug,2020-01-14,,,2020-01-15,2020-01-16
VD-6098,Story,2020-02-06,2020-05-26,2020-05-26,2020-07-07,2020-07-07
VD-6097,Story,2020-06-16,2020-06-25,2020-07-07,,
VD-6094,Story,2020-01-14,2020-01-14,,2020-01-17,2020-01-21
VD-6093,Story,2020-02-24,2020-03-02,2020-03-04,2020-03-05,2020-03-17
VD-6091,Story,2020-01-14,,,,2020-01-27
VD-6090,Bug,2020-01-14,2020-01-15,2020-01-16,,2020-01-17
VD-6089,Story,2020-04-29,2020-05-26,2020-05-26,2020-05-26,2020-05-26
VD-6088,Story,2020-02-06,2020-05-18,,,2020-06-04
VD-6087,Story,2020-02-06,2020-05-26,2020-05-28,2020-07-07,2020-07-07
VD-6086,Story,2020-01-14,2020-01-20,2020-01-20,2020-01-20,2020-01-21
VD-6085,Bug,2020-01-14,2020-01-16,2020-01-17,,2020-01-17
VD-6084,Bug,2020-01-14,2020-01-17,2020-01-20,,2020-01-21
VD-6083,Story,2020-01-30,2020-02-17,2020-02-17,2020-02-27,2020-02-28
VD-6082,Task,2020-01-14,,2020-02-04,,2020-02-04
VD-6079,Task,2020-01-14,,,,2020-02-04
VD-6076,Bug,2020-01-14,,,,2020-01-15
VD-6075,Bug,2020-01-14,,,,
VD-6072,Story,2020-01-14,2020-01-22,,2020-01-24,2020-01-27
VD-6071,Bug,2020-01-13,,,,2020-03-02
VD-6070,Task,2020-01-13,2020-03-25,2020-04-06,2020-04-08,2020-05-12
VD-6067,Task,2020-01-13,,,,2020-05-05
VD-6066,Task,2020-01-15,,,,
VD-6064,Task,2020-01-13,,,,2020-01-21
VD-6063,Bug,2020-01-13,2020-01-14,,,2020-01-16
VD-6054,Task,2020-01-15,2020-02-03,2020-02-18,2020-02-24,2020-02-24
VD-6052,Story,2020-01-15,2020-01-15,2020-01-21,2020-01-21,2020-01-21
VD-6051,Story,2020-01-13,2020-01-14,2020-01-14,2020-01-16,2020-01-19
VD-6050,Story,2020-01-21,2020-03-03,2020-03-05,,2020-03-17
VD-6048,Story,2020-01-12,2020-01-14,2020-01-21,2020-01-21,2020-01-21
VD-6046,Story,2020-01-15,2020-01-20,2020-01-21,2020-01-21,2020-01-27
VD-6045,Story,2020-01-13,2020-01-13,2020-01-13,2020-01-13,2020-01-16
VD-6044,Story,2020-01-12,2020-01-13,2020-01-13,2020-01-13,2020-01-16
VD-6043,Story,2020-01-10,2020-02-03,2020-02-11,2020-02-11,2020-02-11
VD-6041,Bug,2020-01-10,2020-01-21,2020-03-06,,2020-03-09
VD-6040,Story,2020-01-11,,2020-06-02,2020-06-02,2020-06-08
VD-6038,Story,2020-01-10,2020-01-30,2020-01-31,2020-01-31,2020-01-31
VD-6037,Story,2020-01-13,,,2020-01-22,2020-01-23
VD-6035,Bug,2020-01-10,2020-01-10,2020-01-20,2020-03-12,2020-03-13
VD-6034,Task,2020-01-10,2020-03-04,2020-03-04,2020-03-06,2020-03-06
VD-6033,Bug,2020-01-10,,,,2020-02-19
VD-6025,Bug,2020-01-10,2020-01-24,2020-03-02,2020-03-02,2020-03-03
VD-6023,Task,2020-01-10,,,,2020-02-21
VD-6021,Story,2020-01-10,,,2020-02-18,2020-02-24
VD-6020,Bug,2020-01-10,,2020-01-10,,2020-01-10
VD-6019,Bug,2020-01-10,,2020-01-10,,2020-01-10
VD-6018,Task,2020-02-03,2020-02-05,2020-02-18,2020-02-18,2020-02-28
VD-6010,Bug,2020-01-10,2020-01-16,2020-01-17,,2020-01-21
VD-6008,Bug,2020-01-09,2020-01-20,2020-01-22,,2020-01-24
VD-6007,Bug,2020-01-09,,,,2020-02-07
VD-6005,Story,2020-01-10,2020-03-20,2020-03-23,2020-03-23,2020-03-23
VD-6003,Story,2020-01-13,,,2020-01-31,2020-01-31
VD-6002,Story,2020-01-09,2020-03-04,2020-03-09,2020-03-09,2020-03-13
VD-6001,Bug,2020-01-09,,,,2020-01-10
VD-5998,Task,2020-01-10,2020-02-19,2020-04-30,2020-04-30,2020-05-12
VD-5992,Task,2020-01-21,,,,2020-02-05
VD-5991,Task,2020-01-21,,2020-02-03,2020-02-03,2020-02-04
VD-5984,Story,2020-02-06,2020-03-09,2020-03-13,2020-03-25,2020-03-27
VD-5978,Story,2020-01-09,2020-01-13,2020-01-21,2020-01-21,2020-01-23
VD-5977,Task,2020-01-09,,,,2020-01-13
VD-5976,Story,2020-01-09,2020-02-14,2020-02-14,2020-03-06,2020-03-12
VD-5970,Story,2020-01-09,2020-01-13,2020-01-22,2020-02-14,2020-02-15
VD-5969,Story,2020-01-10,2020-01-23,2020-01-27,2020-02-03,2020-02-17
VD-5966,Story,2020-01-09,2020-03-02,2020-03-04,2020-03-09,2020-03-13
VD-5965,Task,2020-01-08,,,,2020-01-21
VD-5964,Story,2020-01-31,2020-02-10,2020-02-11,2020-02-12,2020-02-17
VD-5962,Story,2020-01-13,2020-01-18,2020-01-20,2020-01-27,2020-02-17
VD-5959,Story,2020-01-15,,,2020-02-18,2020-02-06
VD-5958,Story,2020-01-15,2020-03-03,2020-03-05,,2020-03-17
VD-5954,Story,2020-01-08,2020-01-17,2020-02-10,2020-02-11,2020-02-17
VD-5953,Task,2020-01-09,2020-01-27,2020-01-27,2020-01-30,2020-01-31
VD-5952,Story,2020-01-08,2020-01-16,2020-01-21,2020-02-06,2020-02-06
VD-5950,Bug,2020-01-08,2020-01-08,2020-01-14,2020-01-15,2020-01-16
VD-5949,Story,2020-01-08,,,,2020-03-13
VD-5946,Story,2020-01-17,2020-03-27,2020-04-08,2020-04-13,2020-04-14
VD-5944,Bug,2020-01-08,2020-01-08,2020-01-09,,2020-01-09
VD-5943,Task,2020-01-09,2020-01-22,2020-01-29,2020-02-03,2020-02-06
VD-5934,Task,2020-01-07,2020-01-10,2020-01-24,2020-01-27,2020-01-28
VD-5932,Task,2020-01-09,,,,2020-01-12
VD-5929,Story,2020-01-07,2020-01-10,2020-01-14,2020-01-16,2020-01-17
VD-5928,Task,2020-01-08,2020-01-17,2020-01-17,2020-02-10,2020-02-10
VD-5925,Story,2020-01-07,,,2020-01-19,2020-01-20
VD-5924,Story,2020-01-07,,2020-01-16,2020-01-17,2020-01-19
VD-5923,Task,2020-01-07,,,2020-01-31,2020-02-07
VD-5922,Task,2020-01-07,2020-01-20,2020-01-23,,2020-01-23
VD-5921,Story,2020-01-07,,2020-01-08,2020-01-17,2020-01-19
VD-5914,Story,2020-02-06,2020-02-12,2020-02-13,2020-03-11,2020-03-17
VD-5913,Story,2020-02-06,2020-05-21,2020-05-25,2020-05-27,2020-05-27
VD-5910,Task,2020-01-06,2020-01-17,2020-01-23,,2020-01-23
VD-5909,Story,2020-01-28,2020-01-29,2020-03-10,2020-04-21,2020-04-23
VD-5908,Story,2020-01-29,2020-01-29,2020-02-11,2020-04-21,2020-04-23
VD-5907,Story,2020-01-28,2020-01-29,2020-02-07,2020-04-21,2020-04-23
VD-5905,Story,2020-01-06,,2020-01-10,2020-01-13,2020-01-15
VD-5901,Story,2020-01-28,2020-01-29,2020-02-05,2020-02-07,2020-03-27
VD-5897,Story,2020-01-07,,,,
VD-5887,Story,2020-01-06,2020-01-09,2020-01-21,2020-03-03,2020-03-16
VD-5879,Task,2020-01-21,,,,2020-02-17
VD-5864,Story,2020-01-02,2020-01-06,2020-02-05,2020-02-05,2020-02-05
VD-5863,Story,2020-01-02,2020-01-06,2020-02-05,2020-02-05,2020-02-10
VD-5862,Story,2020-01-02,2020-01-06,2020-02-10,2020-02-27,2020-02-28
VD-5861,Story,2020-01-02,2020-01-06,2020-02-05,2020-02-05,2020-02-06
VD-5860,Story,2020-01-02,2020-01-06,2020-02-05,2020-02-05,2020-02-06
VD-5859,Story,2020-01-02,2020-01-06,2020-02-05,2020-02-05,2020-02-06
VD-5858,Story,2020-01-02,2020-01-06,2020-02-05,2020-02-05,2020-02-05
VD-5857,Story,2020-01-02,2020-01-06,,2020-01-06,2020-01-20
VD-5856,Story,2020-01-02,2020-01-03,2020-01-03,2020-01-06,2020-01-20
VD-5855,Story,2020-01-02,2020-01-06,2020-01-28,2020-01-28,2020-01-30
VD-5853,Story,2020-01-03,,2020-01-22,2020-01-24,2020-02-05
VD-5850,Task,2020-01-13,,,,2020-02-07
VD-5842,Story,2020-01-21,2020-03-09,2020-03-12,2020-03-17,2020-03-17
VD-5841,Story,2020-01-16,2020-02-10,2020-02-11,2020-02-12,2020-02-14
VD-5840,Story,2020-01-16,2020-02-03,2020-02-05,2020-02-11,2020-02-14
VD-5839,Story,2020-01-16,2020-02-03,2020-02-05,2020-02-13,2020-02-14
VD-5838,Task,2019-12-27,2020-01-10,2020-01-13,2020-01-17,2020-02-17
VD-5837,Story,2020-02-06,2020-02-21,2020-02-24,2020-06-26,2020-06-30
VD-5824,Story,2019-12-27,,,2020-01-09,2020-01-14
VD-5815,Story,2020-01-07,2020-01-08,2020-01-13,2020-01-14,2020-01-16
VD-5812,Story,2019-12-23,,,,2020-06-22
VD-5805,Story,2019-12-23,2020-01-02,,2020-01-08,2020-01-20
VD-5804,Story,2020-01-08,2020-01-24,2020-01-24,2020-01-24,2020-01-27
VD-5803,Story,2020-01-08,2020-01-28,,2020-01-28,2020-01-28
VD-5798,Task,2020-01-20,2020-02-27,2020-03-17,2020-03-19,2020-03-30
VD-5797,Task,2020-01-20,2020-02-27,2020-03-17,2020-03-19,2020-03-30
VD-5796,Task,2020-01-15,2020-01-21,2020-03-17,2020-03-19,2020-03-30
VD-5795,Task,2020-01-16,2020-01-21,2020-03-17,2020-03-17,2020-03-17
VD-5794,Task,2020-01-07,2020-01-21,2020-03-17,2020-03-19,2020-03-30
VD-5793,Task,2020-01-07,2020-01-31,2020-03-17,2020-03-19,2020-03-30
VD-5792,Task,2019-12-20,2020-01-27,2020-03-17,2020-03-19,2020-03-30
VD-5788,Story,2019-12-20,2020-01-10,2020-01-13,2020-01-13,2020-01-13
VD-5787,Story,2020-04-02,2020-05-07,2020-05-21,2020-05-21,2020-05-26
VD-5780,Task,2019-12-20,2020-01-14,2020-01-16,,2020-01-16
VD-5779,Story,2020-01-22,2020-02-18,2020-02-18,2020-03-12,2020-03-12
VD-5777,Story,2020-01-02,2020-01-29,2020-01-31,2020-02-17,2020-02-18
VD-5773,Story,2019-12-19,,,,2020-01-14
VD-5772,Task,2019-12-19,,,,2020-01-08
VD-5771,Task,2019-12-19,,,,2020-02-14
VD-5758,Story,2019-12-19,,,2020-01-27,2020-01-27
VD-5757,Story,2019-12-19,,,2020-01-27,2020-01-27
VD-5749,Story,2019-12-23,,2020-01-06,2020-01-06,2020-01-21
VD-5744,Story,2020-01-13,2020-01-29,2020-01-30,2020-02-04,2020-02-04
VD-5734,Task,2019-12-18,,,,2020-02-26
VD-5729,Story,2019-12-18,2020-03-17,2020-03-18,2020-04-20,2020-04-22
VD-5728,Task,2019-12-18,,,,2020-01-20
VD-5724,Task,2019-12-18,,,,2020-03-26
VD-5721,Task,2019-12-17,,,,2020-02-03
VD-5715,Task,2019-12-17,,,,2020-01-15
VD-5712,Story,2020-01-15,2020-02-05,2020-02-07,2020-02-10,2020-02-11
VD-5692,Task,2019-12-16,,,,2020-06-22
VD-5660,Task,2019-12-16,,,,2020-01-09
VD-5645,Story,2020-01-15,2020-01-30,2020-01-30,2020-01-31,2020-02-03
VD-5643,Story,2020-01-08,2020-01-29,2020-01-30,2020-02-04,2020-02-14
VD-5606,Story,2019-12-10,2020-01-13,2020-01-13,2020-01-14,2020-01-16
VD-5605,Story,2019-12-10,2020-01-14,2020-01-20,2020-01-23,2020-01-23
VD-5604,Story,2019-12-10,2020-01-22,2020-02-04,2020-02-17,2020-02-27
VD-5587,Task,2019-12-09,2020-02-20,2020-02-26,2020-02-28,2020-03-02
VD-5586,Task,2019-12-09,2020-02-17,2020-02-19,2020-02-20,2020-02-27
VD-5585,Task,2019-12-09,2020-02-17,2020-02-19,2020-02-20,2020-02-27
VD-5584,Story,2020-01-22,,,2020-03-23,2020-03-24
VD-5582,Story,2019-12-09,2020-02-24,2020-03-03,2020-03-03,2020-03-03
VD-5575,Story,2020-01-27,2020-02-10,2020-02-11,2020-02-14,2020-02-14
VD-5563,Task,2019-12-11,2020-01-24,2020-01-24,2020-02-04,2020-01-24
VD-5559,Story,2019-12-06,,,2020-03-16,2020-03-17
VD-5558,Story,2019-12-06,2020-03-13,2020-03-13,2020-03-16,2020-03-17
VD-5557,Story,2019-12-06,2020-03-10,2020-03-10,2020-03-13,2020-03-13
VD-5538,Story,2019-12-05,2020-01-07,2020-01-09,2020-01-13,2020-01-13
VD-5491,Story,2020-01-30,2020-04-30,2020-04-30,2020-04-30,2020-05-05
VD-5490,Story,2020-02-06,2020-03-19,2020-03-23,2020-06-05,2020-06-09
VD-5457,Story,2019-12-02,2020-01-27,2020-01-30,2020-01-31,2020-01-31
VD-5450,Task,2019-12-09,,,,2020-01-14
VD-5440,Story,2020-01-07,2020-01-08,2020-01-15,2020-01-16,2020-01-16
VD-5437,Story,2019-11-28,2020-01-22,2020-01-22,2020-01-22,2020-01-23
VD-5422,Story,2019-12-30,2020-01-14,2020-01-18,2020-02-07,2020-02-13
VD-5392,Story,2019-12-13,2020-01-13,2020-01-13,2020-01-21,2020-01-21
VD-5390,Task,2019-11-28,2020-02-28,2020-02-28,2020-02-28,2020-02-28
VD-5374,Story,2019-12-09,2020-01-07,2020-01-09,2020-01-09,2020-01-09
VD-5373,Story,2019-12-09,2020-01-19,2020-01-22,2020-01-24,2020-01-24
VD-5370,Story,2019-12-13,2020-01-07,2020-01-08,2020-01-09,2020-01-09
VD-5342,Story,2019-11-25,2020-04-07,2020-04-24,2020-04-24,2020-04-28
